,S11,S21,S31
7.918,(-0.01867848130552167+0.06841568921863544j),(0.8330503664054133+0.5486386359839499j),(0.0004720888968641496-0.0002798442591145508j)
7.919,(-0.01863600807273176+0.06838937417147233j),(0.8332316506504931+0.5483680308849523j),(0.0004732950887164835-0.000280730642989151j)
7.92,(-0.01859354802228889+0.06836303544841224j),(0.8334128502850054+0.5480973586709507j),(0.0004745073870301102-0.0002816215866391094j)
7.921,(-0.01855110113693962+0.06833667308954774j),(0.8335939653035871+0.5478266193291809j),(0.0004757258379398908-0.0002825171246825979j)
7.922,(-0.01850866739905547+0.06831028713526545j),(0.8337749957010636+0.5475558128464841j),(0.000476950488042147-0.0002834172920835123j)
7.923,(-0.01846624679063368+0.06828387762625499j),(0.8339559414724502+0.5472849392093019j),(0.0004781813844031969-0.0002843221241621727j)
7.924,(-0.01842383929327497+0.06825744460349702j),(0.8341368026129548+0.5470139984036705j),(0.0004794185745707477-0.0002852316565985048j)
7.925,(-0.01838144488819743+0.06823098810828336j),(0.8343175791179812+0.5467429904152158j),(0.0004806621065809269-0.0002861459254375334j)
7.926,(-0.01833906355622156+0.06820450818220945j),(0.8344982709831292+0.546471915229149j),(0.0004819120289472431-0.0002870649670885638j)
7.927,(-0.0182966952777702+0.06817800486718524j),(0.8346788782042002+0.5462007728302574j),(0.0004831683906894699-0.0002879888183385441j)
7.928,(-0.01825434003285421+0.06815147820543246j),(0.8348594007771968+0.5459295632029044j),(0.0004844312413319062-0.0002889175163523277j)
7.929,(-0.01821199780108137+0.06812492823949648j),(0.8350398386983264+0.5456582863310202j),(0.0004857006308979698-0.0002898510986729471j)
7.93,(-0.01816966856163845+0.06809835501224226j),(0.835220191964004+0.5453869421980967j),(0.0004869766099349755-0.0002907896032366208j)
7.931,(-0.01812735229329748+0.06807175856686482j),(0.8354004605708545+0.5451155307871821j),(0.0004882592295089492-0.0002917330683686196j)
7.932,(-0.01808504897439728+0.0680451389468863j),(0.8355806445157152+0.5448440520808748j),(0.0004895485412196405-0.0002926815327957084j)
7.933,(-0.01804275858284981+0.06801849619616651j),(0.8357607437956389+0.5445725060613179j),(0.0004908445971945122-0.0002936350356444126j)
7.934,(-0.01800048109612596+0.0679918303589044j),(0.8359407584078957+0.5443008927101928j),(0.0004921474501141525-0.0002945936164513601j)
7.935,(-0.01795821649125885+0.06796514147964508j),(0.8361206883499765+0.5440292120087118j),(0.0004934571531999728-0.0002955573151653613j)
7.936,(-0.01791596474482771+0.06793842960327695j),(0.8363005336195957+0.5437574639376145j),(0.0004947737602380562-0.0002965261721593629j)
7.937,(-0.01787372583296095+0.06791169477504186j),(0.8364802942146939+0.5434856484771592j),(0.0004960973255735041-0.0002975002282219859j)
7.938,(-0.01783149973132647+0.06788493704054402j),(0.8366599701334401+0.5432137656071178j),(0.0004974279041261934-0.0002984795245798808j)
7.939,(-0.01778928641512004+0.06785815644573946j),(0.8368395613742361+0.5429418153067674j),(0.0004987655513974443-0.0002994641028945955j)
7.94,(-0.01774708585907708+0.06783135303696061j),(0.8370190679357185+0.5426697975548862j),(0.0005001103234701661-0.0003004540052650234j)
7.941,(-0.0177048980374419+0.06780452686090085j),(0.8371984898167613+0.5423977123297443j),(0.0005014622770288428-0.000301449274241736j)
7.942,(-0.01766272292398058+0.06777767796463376j),(0.8373778270164794+0.5421255596090989j),(0.0005028214693552252-0.0003024499528272963j)
7.943,(-0.01762056049196923+0.06775080639561301j),(0.8375570795342325+0.541853339370186j),(0.0005041879583448421-0.000303456084483262j)
7.944,(-0.01757841071418045+0.06772391220167678j),(0.8377362473696272+0.541581051589713j),(0.000505561802513293-0.0003044677131391828j)
7.945,(-0.01753627356288755+0.06769699543105104j),(0.8379153305225197+0.5413086962438528j),(0.000506943061004563-0.0003054848831950664j)
7.946,(-0.01749414900985119+0.06767005613236135j),(0.8380943289930207+0.5410362733082357j),(0.0005083317935918155-0.0003065076395286597j)
7.947,(-0.01745203702631593+0.06764309435463108j),(0.838273242781498+0.5407637827579415j),(0.0005097280607002571-0.0003075360275043194j)
7.948,(-0.01740993758299885+0.06761611014728493j),(0.8384520718885786+0.540491224567493j),(0.0005111319234015244-0.0003085700929738043j)
7.949,(-0.01736785065008664+0.06758910356016444j),(0.8386308163151546+0.5402185987108473j),(0.0005125434434378615-0.000309609882293525j)
7.95,(-0.01732577619722715+0.06756207464352412j),(0.8388094760623838+0.5399459051613884j),(0.0005139626832167372-0.0003106554423202685j)
7.951,(-0.01728371419352261+0.06753502344804044j),(0.8389880511316955+0.5396731438919204j),(0.0005153897058228119-0.0003117068204219099j)
7.952,(-0.01724166460752225+0.06750795002481694j),(0.8391665415247939+0.5394003148746559j),(0.000516824575036912-0.0003127640644873439j)
7.953,(-0.01719962740721242+0.06748085442539009j),(0.83934494724366+0.5391274180812126j),(0.000518267355336784-0.0003138272229292262j)
7.954,(-0.01715760256001266+0.06745373670173341j),(0.8395232682905562+0.5388544534826007j),(0.000519718111903737-0.0003148963446970453j)
7.955,(-0.01711559003276625+0.06742659690626777j),(0.8397015046680316+0.5385814210492177j),(0.0005211769106460593-0.000315971479276711j)
7.956,(-0.01707358979173053+0.06739943509186082j),(0.8398796563789231+0.5383083207508372j),(0.000522643818191365-0.0003170526767028623j)
7.957,(-0.01703160180257264+0.06737225131183787j),(0.840057723426361+0.5380351525566014j),(0.0005241189019133034-0.0003181399875669999j)
7.958,(-0.01698962603035975+0.0673450456199877j),(0.8402357058137733+0.5377619164350128j),(0.000525602229926115-0.0003192334630242211j)
7.959,(-0.01694766243954763+0.06731781807056508j),(0.8404136035448884+0.5374886123539232j),(0.0005270938711107977-0.0003203331547981372j)
7.96,(-0.01690571099397825+0.06729056871830301j),(0.8405914166237394+0.5372152402805263j),(0.0005285938951109078-0.0003214391151937709j)
7.961,(-0.01686377165686654+0.0672632976184146j),(0.8407691450546695+0.5369418001813469j),(0.0005301023723541993-0.0003225513971032419j)
7.962,(-0.01682184439079211+0.06723600482659882j),(0.8409467888423342+0.5366682920222335j),(0.0005316193740606401-0.0003236700540115235j)
7.963,(-0.01677992915769371+0.06720869039905182j),(0.841124347991708+0.536394715768346j),(0.0005331449722485566-0.0003247951400113141j)
7.964,(-0.01673802591885823+0.0671813543924712j),(0.8413018225080864+0.5361210713841477j),(0.0005346792397539451-0.0003259267098061211j)
7.965,(-0.01669613463490899+0.06715399686405939j),(0.8414792123970922+0.5358473588333935j),(0.0005362222502360189-0.0003270648187184214j)
7.966,(-0.01665425526579848+0.06712661787154085j),(0.841656517664679+0.5355735780791221j),(0.000537774078191909-0.0003282095227050321j)
7.967,(-0.01661238777080457+0.06709921747315555j),(0.8418337383171353+0.5352997290836436j),(0.0005393347989655773-0.0003293608783580595j)
7.968,(-0.01657053210851175+0.06707179572768059j),(0.8420108743610909+0.5350258118085305j),(0.0005409044887629571-0.0003305189429180611j)
7.969,(-0.01652868823680184+0.0670443526944201j),(0.8421879258035199+0.5347518262146054j),(0.0005424832246653064-0.0003316837742864054j)
7.97,(-0.0164868561128532+0.06701688843323j),(0.8423648926517467+0.534477772261931j),(0.00054407108463874-0.0003328554310261029j)
7.971,(-0.01644503569312262+0.06698940300452025j),(0.84254177491345+0.5342036499097989j),(0.0005456681475438851-0.0003340339723800541j)
7.972,(-0.01640322693333509+0.06696189646925423j),(0.8427185725966682+0.5339294591167185j),(0.0005472744931611365-0.00033521945827886j)
7.973,(-0.01636142978847779+0.06693436888896857j),(0.8428952857098048+0.533655199840405j),(0.0005488902021895763-0.0003364119493451212j)
7.974,(-0.01631964421278916+0.06690682032577351j),(0.8430719142616337+0.5333808720377677j),(0.0005505153562654756-0.0003376115069097179j)
7.975,(-0.01627787015973875+0.06687925084236292j),(0.8432484582613027+0.5331064756648989j),(0.0005521500379842429-0.0003388181930221697j)
7.976,(-0.01623610758203069+0.06685166050202516j),(0.8434249177183414+0.5328320106770613j),(0.0005537943308978305-0.0003400320704559386j)
7.977,(-0.01619435643158385+0.06682404936865216j),(0.8436012926426645+0.5325574770286751j),(0.0005554483195475036-0.0003412532027248276j)
7.978,(-0.01615261665951333+0.06679641750673489j),(0.8437775830445798+0.5322828746733059j),(0.0005571120894627186-0.0003424816540917735j)
7.979,(-0.01611088821614134+0.066768764981396j),(0.8439537889347899+0.5320082035636524j),(0.0005587857271819843-0.0003437174895757317j)
7.98,(-0.01606917105095769+0.06674109185837482j),(0.8441299103244027+0.5317334636515335j),(0.0005604693202719815-0.0003449607749713001j)
7.981,(-0.01602746511263203+0.0667133982040549j),(0.8443059472249329+0.5314586548878739j),(0.0005621629573354506-0.0003462115768512769j)
7.982,(-0.01598577034898008+0.06668568408546016j),(0.8444818996483112+0.5311837772226912j),(0.0005638667280318747-0.000347469962588842j)
7.983,(-0.01594408670697409+0.06665794957027343j),(0.8446577676068886+0.5309088306050829j),(0.0005655807230869098-0.0003487360003573241j)
7.984,(-0.01590241413270525+0.06663019472684084j),(0.8448335511134427+0.530633814983212j),(0.000567305034318962-0.0003500097591496643j)
7.985,(-0.01586075257139374+0.06660241962417876j),(0.8450092501811847+0.5303587303042925j),(0.0005690397546427977-0.0003512913087901896j)
7.986,(-0.01581910196735857+0.06657462433199555j),(0.8451848648237651+0.5300835765145748j),(0.000570784978097819-0.0003525807199466459j)
7.987,(-0.01577746226401239+0.06654680892068861j),(0.8453603950552808+0.5298083535593323j),(0.0005725407998575337-0.0003538780641440188j)
7.988,(-0.01573583340384796+0.0665189734613636j),(0.8455358408902804+0.5295330613828445j),(0.0005743073162489061-0.0003551834137716396j)
7.989,(-0.01569421532842194+0.06649111802584153j),(0.8457112023437731+0.5292576999283831j),(0.0005760846247666319-0.0003564968421028136j)
7.99,(-0.01565260797833743+0.0664632426866589j),(0.8458864794312331+0.5289822691381972j),(0.0005778728241039154-0.0003578184233094231j)
7.991,(-0.01561101129324018+0.06643534751710796j),(0.8460616721686087+0.5287067689534937j),(0.0005796720141480259-0.000359148232468065j)
7.992,(-0.01556942521178959+0.0664074325912142j),(0.8462367805723285+0.5284311993144267j),(0.0005814822960225326-0.0003604863455805197j)
7.993,(-0.0155278496716576+0.06637949798376946j),(0.8464118046593075+0.5281555601600763j),(0.0005833037720888637-0.0003618328395858032j)
7.994,(-0.01548628460950515+0.06635154377033392j),(0.8465867444469574+0.5278798514284352j),(0.0005851365459741631-0.0003631877923752212j)
7.995,(-0.01544472996096512+0.06632357002725016j),(0.8467615999531904+0.5276040730563897j),(0.0005869807225908843-0.0003645512828054913j)
7.996,(-0.01540318566063348+0.0662955768316501j),(0.8469363711964304+0.5273282249797027j),(0.0005888364081512305-0.0003659233907187174j)
7.997,(-0.01536165164204933+0.06626756426148585j),(0.8471110581956179+0.5270523071329968j),(0.0005907037101929327-0.0003673041969489302j)
7.998,(-0.01532012783767615+0.06623953239551385j),(0.8472856609702197+0.5267763194497361j),(0.0005925827375977286-0.0003686937833459326j)
7.999,(-0.01527861417889478+0.06621148131333328j),(0.8474601795402369+0.5265002618622066j),(0.0005944736006079915-0.0003700922327851308j)
8.0,(-0.01523711059596987+0.06618341109537991j),(0.8476346139262118+0.5262241343014994j),(0.0005963764108592541-0.0003714996291920746j)
8.001,(-0.0151956170180506+0.06615532182295232j),(0.8478089641492373+0.5259479366974912j),(0.000598291281391009-0.0003729160575484055j)
8.002,(-0.01515413337313636+0.06612721357821195j),(0.847983230230967+0.5256716689788218j),(0.0006002183266778992-0.0003743416039176067j)
8.003,(-0.01511265958807429+0.06609908644421765j),(0.8481574121936194+0.5253953310728813j),(0.0006021576626400863-0.0003757763554537209j)
8.004,(-0.01507119558852765+0.06607094050491458j),(0.8483315100599919+0.5251189229057821j),(0.000604109406683239-0.0003772204004284126j)
8.005,(-0.01502974129896555+0.0660427758451645j),(0.8485055238534668+0.5248424444023426j),(0.0006060736777109029-0.0003786738282431513j)
8.006,(-0.01498829664264233+0.0660145925507605j),(0.8486794535980203+0.5245658954860685j),(0.0006080505961416915-0.000380136729442227j)
8.007,(-0.01494686154157362+0.06598639070842847j),(0.8488532993182348+0.5242892760791243j),(0.0006100402839553109-0.0003816091957454756j)
8.008,(-0.01490543591652167+0.06595817040585646j),(0.8490270610393053+0.524012586102319j),(0.0006120428647028474-0.000383091320054644j)
8.009,(-0.01486401968697409+0.06592993173170511j),(0.8492007387870509+0.5237358254750787j),(0.0006140584635253312-0.0003845831964765786j)
8.01,(-0.0148226127711206+0.06590167477561837j),(0.8493743325879237+0.5234589941154278j),(0.0006160872072002304-0.0003860849203428488j)
8.011,(-0.0147812150858333+0.06587339962824473j),(0.8495478424690197+0.523182091939964j),(0.0006181292241473369-0.000387596588231446j)
8.012,(-0.01473982654665017+0.06584510638125501j),(0.8497212684580899+0.522905118863833j),(0.0006201846444683476-0.0003891182979825811j)
8.013,(-0.01469844706774449+0.06581679512734952j),(0.8498946105835485+0.52262807480071j),(0.0006222535999778736-0.0003906501487292918j)
8.014,(-0.01465707656190778+0.06578846596028784j),(0.8500678688744854+0.5223509596627696j),(0.0006243362242153421-0.0003921922409029945j)
8.015,(-0.01461571494052548+0.06576011897489369j),(0.8502410433606782+0.5220737733606626j),(0.0006264326524851198-0.0003937446762707714j)
8.016,(-0.01457436211355748+0.06573175426707856j),(0.8504141340725997+0.521796515803494j),(0.0006285430218845449-0.0003953075579481206j)
8.017,(-0.01453301798950906+0.06570337193386366j),(0.8505871410414336+0.521519186898791j),(0.0006306674713313932-0.0003968809904214255j)
8.018,(-0.0144916824754113+0.06567497207338786j),(0.8507600642990835+0.5212417865524815j),(0.0006328061415977129-0.0003984650795779302j)
8.019,(-0.01445035547678981+0.06564655478493282j),(0.8509329038781848+0.5209643146688664j),(0.0006349591753396521-0.0004000599327238773j)
8.02,(-0.01440903689764852+0.0656181201689444j),(0.851105659812118+0.520686771150589j),(0.0006371267171183938-0.000401665658605391j)
8.021,(-0.01436772664044057+0.06558966832704774j),(0.851278332135021+0.5204091558986101j),(0.000639308913454857-0.000403282367439962j)
8.022,(-0.01432642460603523+0.06556119936205732j),(0.8514509208818003+0.5201314688121796j),(0.0006415059128424424-0.0004049101709389164j)
8.023,(-0.01428513069370447+0.0655327133780196j),(0.8516234260881446+0.5198537097888036j),(0.0006437178657876993-0.0004065491823280176j)
8.024,(-0.01424384480108772+0.06550421048022106j),(0.8517958477905389+0.5195758787242192j),(0.0006459449248445256-0.0004081995163786873j)
8.025,(-0.01420256682415758+0.06547569077519788j),(0.8519681860262768+0.5192979755123597j),(0.0006481872446515302-0.0004098612894350596j)
8.026,(-0.01416129665721109+0.06544715437078187j),(0.8521404408334736+0.5190200000453286j),(0.0006504449819640771-0.0004115346194342773j)
8.027,(-0.01412003419281936+0.0654186013760985j),(0.8523126122510816+0.5187419522133631j),(0.0006527182956930862-0.0004132196259424632j)
8.028,(-0.01407877932181079+0.06539003190160511j),(0.8524847003189047+0.5184638319048033j),(0.0006550073469409853-0.0004149164301785947j)
8.029,(-0.01403753193323584+0.06536144605910783j),(0.8526567050776095+0.5181856390060624j),(0.0006573122990322346-0.0004166251550388349j)
8.03,(-0.01399629191434053+0.06533284396178325j),(0.8528286265687449+0.5179073734015868j),(0.0006596333175740617-0.0004183459251380923j)
8.031,(-0.0139550591505344+0.06530422572420524j),(0.8530004648347548+0.5176290349738266j),(0.0006619705704678377-0.0004200788668226746j)
8.032,(-0.01391383352535248+0.06527559146236953j),(0.8531722199189912+0.5173506236032006j),(0.000664324227967723-0.0004218241082155236j)
8.033,(-0.01387261492042685+0.06524694129371436j),(0.8533438918657352+0.5170721391680566j),(0.0006666944627170025-0.0004235817792431128j)
8.034,(-0.01383140321545519+0.06521827533714224j),(0.8535154807202101+0.5167935815446362j),(0.0006690814497938718-0.0004253520116666507j)
8.035,(-0.01379019828816511+0.06518959371306363j),(0.8536869865285953+0.516514950607042j),(0.0006714853667444113-0.0004271349391070157j)
8.036,(-0.01374900001427555+0.06516089654340218j),(0.8538584093380495+0.5162362462271917j),(0.0006739063936364244-0.0004289306970941971j)
8.037,(-0.01370780826746946+0.06513218395163481j),(0.8540297491967218+0.5159574682747846j),(0.0006763447130992302-0.0004307394230842828j)
8.038,(-0.01366662291934647+0.06510345606280764j),(0.8542010061537727+0.5156786166172603j),(0.0006788005103719217-0.0004325612565103942j)
8.039,(-0.01362544383939508+0.06507471300357699j),(0.8543721802593902+0.515399691119757j),(0.0006812739733476225-0.000434396338799158j)
8.04,(-0.01358427089495286+0.06504595490223358j),(0.8545432715648095+0.5151206916450717j),(0.0006837652926198981-0.0004362448134231912j)
8.041,(-0.0135431039511621+0.065017181888724j),(0.8547142801223313+0.514841618053615j),(0.0006862746615430218-0.000438106825934322j)
8.042,(-0.01350194287093374+0.0649883940946898j),(0.8548852059853387+0.5145624702033715j),(0.0006888022762639986-0.0004399825239942285j)
8.043,(-0.01346078751491283+0.06495959165349402j),(0.8550560492083208+0.514283247949851j),(0.0006913483357849563-0.0004418720574174518j)
8.044,(-0.0134196377414295+0.06493077470025414j),(0.8552268098468894+0.514003951146047j),(0.0006939130420151922-0.0004437755782139792j)
8.045,(-0.01337849340645638+0.06490194337187564j),(0.8553974879577988+0.5137245796423892j),(0.0006964965998166433-0.0004456932406249981j)
8.046,(-0.01333735436356459+0.06487309780707179j),(0.855568083598971+0.5134451332866942j),(0.0006990992170724838-0.0004476252011666577j)
8.047,(-0.0132962204638947+0.06484423814641897j),(0.8557385968295129+0.5131656119241178j),(0.0007017211047206591-0.0004495716186668647j)
8.048,(-0.01325509155608643+0.0648153645323691j),(0.8559090277097374+0.5128860153971108j),(0.0007043624768365877-0.0004515326543200205j)
8.049,(-0.01321396748625479+0.06478647710930349j),(0.85607937630119+0.5126063435453592j),(0.0007070235506705273-0.0004535084717166481j)
8.05,(-0.01317284809793054+0.0647575760235482j),(0.8562496426666677+0.5123265962057383j),(0.0007097045467172935-0.000455499236896118j)
8.051,(-0.01313173323201385+0.06472866142342895j),(0.8564198268702438+0.5120467732122603j),(0.0007124056887717016-0.0004575051183932654j)
8.052,(-0.01309062272672789+0.06469973345929526j),(0.8565899289772905+0.5117668743960179j),(0.0007151272039972599-0.0004595262872854435j)
8.053,(-0.01304951641756947+0.0646707922835702j),(0.8567599490545048+0.5114868995851285j),(0.0007178693229857099-0.000461562917234586j)
8.054,(-0.0130084141372471+0.06464183805077373j),(0.8569298871699326+0.5112068486046802j),(0.0007206322798192519-0.0004636151845429756j)
8.055,(-0.01296731571564611+0.06461287091758378j),(0.8570997433929929+0.5109267212766725j),(0.0007234163121355514-0.0004656832681995217j)
8.056,(-0.01292622097975163+0.06458389104284488j),(0.8572695177945062+0.5106465174199554j),(0.000726221661214486-0.0004677673499345892j)
8.057,(-0.01288512975361853+0.06455489858765011j),(0.8574392104467193+0.5103662368501729j),(0.000729048572015361-0.000469867614269843j)
8.058,(-0.01284404185829508+0.06452589371535099j),(0.857608821423332+0.5100858793796975j),(0.0007318972932775963-0.0004719842485748647j)
8.059,(-0.01280295711177403+0.06449687659161553j),(0.8577783507995264+0.5098054448175684j),(0.0007347680775732115-0.0004741174431147067j)
8.06,(-0.01276187532893382+0.06446784738447257j),(0.8579477986519962+0.5095249329694254j),(0.0007376611813975256-0.0004762673911192182j)
8.061,(-0.01272079632147026+0.06443880626434796j),(0.858117165058971+0.5092443436374454j),(0.00074057686523031-0.0004784342888277306j)
8.062,(-0.01267971989784629+0.06440975340412719j),(0.8582864501002528+0.5089636766202711j),(0.0007435153936246904-0.0004806183355591057j)
8.063,(-0.01263864586321909+0.06438068897918799j),(0.8584556538572423+0.5086829317129418j),(0.0007464770352842087-0.0004828197337639235j)
8.064,(-0.01259757401938038+0.06435161316745876j),(0.8586247764129692+0.5084021087068253j),(0.0007494620631333554-0.0004850386890862499j)
8.065,(-0.01255650416468675+0.06432252614946327j),(0.8587938178521278+0.5081212073895425j),(0.0007524707544219506-0.0004872754104332709j)
8.066,(-0.01251543609399444+0.06429342810837524j),(0.8589627782611078+0.5078402275448913j),(0.000755503390792707-0.0004895301100401568j)
8.067,(-0.01247436959858442+0.06426431923006559j),(0.8591316577280265+0.5075591689527753j),(0.0007585602583841899-0.0004918030035273858j)
8.068,(-0.01243330446609602+0.06423519970316449j),(0.8593004563427653+0.5072780313891195j),(0.0007616416479037915-0.0004940943099778144j)
8.069,(-0.01239224048045712+0.06420606971911576j),(0.8594691741970043+0.5069968146257943j),(0.0007647478547293565-0.0004964042520006999j)
8.07,(-0.01235117742179821+0.06417692947221809j),(0.8596378113842568+0.5067155184305338j),(0.000767879179004741-0.0004987330558094016j)
8.071,(-0.01231011506638066+0.06414777915969663j),(0.8598063679999082+0.5064341425668467j),(0.0007710359257363253-0.0005010809512859702j)
8.072,(-0.0122690531865285+0.06411861898177008j),(0.8599748441412517+0.506152686793937j),(0.0007742184048788269-0.0005034481720644644j)
8.073,(-0.01222799155052889+0.06408944914169155j),(0.8601432399075297+0.5058711508666093j),(0.0007774269314536452-0.000505834955599148j)
8.074,(-0.01218692992256644+0.06406026984581907j),(0.8603115553999698+0.5055895345351845j),(0.0007806618256453448-0.0005082415432508886j)
8.075,(-0.01214586806262733+0.06403108130368525j),(0.8604797907218279+0.5053078375454031j),(0.0007839234129093804-0.0005106681803648816j)
8.076,(-0.01210480572641644+0.06400188372804622j),(0.86064794597843+0.5050260596383299j),(0.0007872120240751444-0.0005131151163495268j)
8.077,(-0.01206374266527638+0.0639726773349763j),(0.8608160212772128+0.5047442005502603j),(0.0007905279954617772-0.0005155826047668005j)
8.078,(-0.01202267862607887+0.06394346234390164j),(0.8609840167277683+0.5044622600126176j),(0.0007938716689999183-0.0005180709034161224j)
8.079,(-0.01198161335115181+0.06391423897770092j),(0.8611519324418906+0.5041802377518506j),(0.0007972433923283875-0.0005205802744224557j)
8.08,(-0.01194054657816577+0.06388500746275697j),(0.8613197685336178+0.5038981334893323j),(0.0008006435189422267-0.0005231109843282077j)
8.081,(-0.0118994780400487+0.06385576802904366j),(0.8614875251192826+0.5036159469412468j),(0.000804072408289473-0.0005256633041851714j)
8.082,(-0.01185840746487487+0.06382652091018565j),(0.8616552023175584+0.5033336778184836j),(0.0008075304259196252-0.000528237509658574j)
8.083,(-0.01181733457577224+0.06379726634355774j),(0.86182280024951+0.5030513258265247j),(0.0008110179435954236-0.000530833881116445j)
8.084,(-0.01177625909080944+0.06376800457034668j),(0.8619903190386434+0.5027688906653243j),(0.0008145353394346952-0.0005334527037259076j)
8.085,(-0.01173518072289+0.06373873583563984j),(0.8621577588109588+0.5024863720291938j),(0.0008180829980451003-0.0005360942675723321j)
8.086,(-0.01169409917963863+0.06370946038850564j),(0.8623251196950024+0.5022037696066802j),(0.0008216613106685573-0.0005387588677534582j)
8.087,(-0.01165301416329091+0.06368017848208916j),(0.8624924018219234+0.501921083080437j),(0.0008252706753126295-0.0005414468044897234j)
8.088,(-0.01161192537056918+0.06365089037368023j),(0.8626596053255288+0.5016383121270999j),(0.0008289114969128503-0.0005441583832413151j)
8.089,(-0.01157083249257273+0.06362159632483003j),(0.8628267303423407+0.501355456417151j),(0.0008325841874686075-0.0005468939148151821j)
8.09,(-0.01152973521464274+0.06359229660141974j),(0.8629937770116562+0.5010725156147888j),(0.0008362891662118769-0.000549653715490364j)
8.091,(-0.01148863321624768+0.06356299147377058j),(0.8631607454756076+0.5007894893777851j),(0.0008400268597587731-0.0005524381071342076j)
8.092,(-0.0114475261708366+0.06353368121673357j),(0.863327635879226+0.5005063773573414j),(0.0008437977022728835-0.0005552474173271422j)
8.093,(-0.01140641374572244+0.0635043661097948j),(0.8634944483705034+0.5002231791979486j),(0.0008476021356391655-0.0005580819794899797j)
8.094,(-0.01136529560193971+0.0634750464371895j),(0.86366118310046+0.4999398945372293j),(0.0008514406096221544-0.000560942133016247j)
8.095,(-0.0113241713940944+0.06344572248797395j),(0.863827840223211+0.4996565230057888j),(0.0008553135820631222-0.0005638282234009694j)
8.096,(-0.01128304077023182+0.0634163945561722j),(0.8639944198960342+0.4993730642270555j),(0.0008592215190428444-0.0005667406023895729j)
8.097,(-0.01124190337167822+0.06338706294085678j),(0.8641609222794459+0.4990895178171149j),(0.0008631648950808246-0.0005696796281070006j)
8.098,(-0.01120075883289528+0.06335772794629532j),(0.8643273475372685+0.4988058833845463j),(0.0008671441933205468-0.0005726456652127016j)
8.099,(-0.01115960678132241+0.063328389882039j),(0.8644936958367083+0.4985221605302504j),(0.0008711599057231145-0.0005756390850438064j)
8.1,(-0.01111844683720674+0.06329904906305595j),(0.8646599673484335+0.498238348847269j),(0.000875212533285674-0.000578660265773679j)
8.101,(-0.01107727861345053+0.06326970580985744j),(0.8648261622466515+0.4979544479206076j),(0.0008793025862267561-0.0005817095925649227j)
8.102,(-0.01103610171542974+0.06324036044862401j),(0.8649922807091907+0.4976704573270487j),(0.0008834305842209073-0.0005847874577382504j)
8.103,(-0.01099491574082371+0.06321101331133225j),(0.865158322917586+0.4973863766349558j),(0.0008875970565972745-0.0005878942609320376j)
8.104,(-0.01095372027944024+0.06318166473590227j),(0.8653242890571626+0.4971022054040817j),(0.0008918025425897803-0.000591030409280442j)
8.105,(-0.01091251491301832+0.06315231506631938j),(0.8654901793171261+0.4968179431853612j),(0.0008960475915447943-0.000594196317584059j)
8.106,(-0.01087129921504682+0.06312296465278408j),(0.8656559938906522+0.4965335895207071j),(0.0009003327631778064-0.0005973924084962924j)
8.107,(-0.01083007275057052+0.063093613851875j),(0.8658217329749817+0.4962491439427911j),(0.0009046586278124689-0.0006006191127066931j)
8.108,(-0.01078883507597422+0.0630642630266659j),(0.8659873967715156+0.4959646059748262j),(0.0009090257666313842-0.0006038768691328492j)
8.109,(-0.01074758573879793+0.06303491254691504j),(0.8661529854859141+0.4956799751303411j),(0.0009134347719341107-0.0006071661251228897j)
8.11,(-0.01070632427750503+0.06300556278920705j),(0.8663184993281998+0.4953952509129421j),(0.0009178862474179717-0.0006104873366520681j)
8.111,(-0.0106650502212737+0.06297621413711756j),(0.8664839385128613+0.4951104328160766j),(0.000922380808429392-0.0006138409685325488j)
8.112,(-0.01062376308975892+0.06294686698138822j),(0.8666493032589596+0.4948255203227862j),(0.0009269190822722224-0.0006172274946329142j)
8.113,(-0.01058246239287596+0.06291752172009611j),(0.866814593790243+0.4945405129054496j),(0.0009315017084804524-0.0006206473981005977j)
8.114,(-0.0105411476305495+0.06288817875883994j),(0.866979810335258+0.4942554100255215j),(0.0009361293391282276-0.0006241011715822441j)
8.115,(-0.0104998182924789+0.06285883851091774j),(0.8671449531274672+0.4939702111332658j),(0.0009408026391316783-0.0006275893174618747j)
8.116,(-0.0104584738578626+0.06282950139752136j),(0.8673100224053722+0.4936849156674731j),(0.0009455222865754584-0.0006311123481123445j)
8.117,(-0.01041711379516064+0.0628001678479235j),(0.8674750184126367+0.4933995230551779j),(0.0009502889730332226-0.0006346707861279048j)
8.118,(-0.0103757375618188+0.06277083829969952j),(0.8676399413982159+0.4931140327113634j),(0.0009551034039012267-0.0006382651645884961j)
8.119,(-0.0103343446039772+0.0627415131989045j),(0.8678047916164868+0.4928284440386578j),(0.0009599662987543715-0.0006418960273302862j)
8.12,(-0.0102929343562074+0.06271219300032137j),(0.8679695693273877+0.4925427564270201j),(0.0009648783917077692-0.0006455639292093088j)
8.121,(-0.01025150624120136+0.06268287816765354j),(0.8681342747965554+0.4922569692534204j),(0.0009698404317659488-0.0006492694363837683j)
8.122,(-0.01021005966947345+0.06265356917377476j),(0.868298908295472+0.491971081881506j),(0.0009748531832242046-0.0006530131266052065j)
8.123,(-0.01016859403904614+0.0626242665009349j),(0.8684634701016126+0.4916850936612601j),(0.0009799174260496709-0.0006567955895203122j)
8.124,(-0.01012710873513247+0.06259497064102934j),(0.8686279604986012+0.4913990039286455j),(0.0009850339562815788-0.0006606174269676416j)
